,budget,homepage,id,original_language,original_title,overview,popularity,release_date,revenue,runtime,status,tagline,title,vote_average,vote_count,genres_list,genres_count,genres_unique,new_keys,companies,country,language,year,profit,roi
2000,23000000,http://www.foxmovies.com/anywherebuthere/,21349,en,Anywhere But Here,"In this adaptation of the Mona Simpson novel, single mother Adele August is bad with money, and even worse when it comes to making decisions. Her straight-laced daughter, Ann, is a successful high school student with Ivy League aspirations. When Adele decides to pack up and move the two of them from the Midwest to Beverly Hills, Calif., to pursue her dreams of Hollywood success, Ann grows frustrated with her mother's irresponsible and impulsive ways.",8.976738,1999-11-12,23000000,114.0,Released,A story of a mother who knows best... and a daughter who knows better.,Anywhere But Here,5.9,66,"['Drama', 'Comedy', 'Romance']",3,Drama,['dream'],"['Twentieth Century Fox Film Corporation', 'Fox 2000 Pictures']",['United States of America'],['en'],1999.0,23000000,100.0
2002,23000000,http://www.haywiremovie.com/,70435,en,Haywire,"Mallory Kane is a highly trained operative who works for a government security contractor in the dirtiest, most dangerous corners of the world. After successfully freeing a Chinese journalist held hostage, she is double crossed and left for dead by someone close to her in her own agency. Suddenly the target of skilled assassins who know her every move, Mallory must find the truth in order to stay alive.",26.257951,2011-11-06,23000000,93.0,Released,They left her no choice.,Haywire,5.6,505,"['Action', 'Thriller']",2,Action,"['mercenary', 'secret agent', 'rescue', 'foot chase', 'spanish']","['Irish Film Board', 'Relativity Media']","['Ireland', 'United States of America']","['en', 'es']",2011.0,23000000,100.0
2003,23000000,,580,en,Jaws: The Revenge,"After another deadly shark attack, Ellen Brody decides she has had enough of New England's Amity Island and moves to the Caribbean to join her son, Michael, and his family. But a great white shark has followed her there, hungry for more lives.",12.777008,1987-07-17,23000000,89.0,Released,"This time, it’s personal.",Jaws: The Revenge,3.5,224,"['Adventure', 'Thriller']",2,Adventure,"['shark attack', 'bahamas', 'dying and death', 'aggression by animal', 'sequel', 'revenge', 'underwater', 'shark', 'great white shark', 'animal attack', 'caribbean', 'christmas', 'banana boat']",['Universal Pictures'],['United States of America'],['en'],1987.0,23000000,100.0
2006,23000000,,20024,en,The End of the Affair,"On a rainy London night in 1946, novelist Maurice Bendrix has a chance meeting with Henry Miles, husband of his ex-mistress Sarah, who abruptly ended their affair two years before. Bendrix's obsession with Sarah is rekindled; he succumbs to his own jealousy and arranges to have her followed.",6.921263,1999-12-03,23000000,102.0,Released,,The End of the Affair,6.6,55,['Drama'],1,Drama,"['bomb', 'sex', 'jealousy', 'infidelity', 'obsession', 'world war ii', 'passion', 'romance', 'cheating wife', 'church']",['Columbia Pictures Corporation'],"['United States of America', 'United Kingdom']","['en', 'fr']",1999.0,23000000,100.0
2007,23000000,http://www.mgm.com/title_title.do?title_star=HARLEYDA,2453,en,Harley Davidson and the Marlboro Man,"It's the lawless future, and renegade biker Harley Davidson (Mickey Rourke) and his surly cowboy buddy, Marlboro (Don Johnson), learn that a corrupt bank is about to foreclose on their friend's bar to further an expanding empire. Harley and Marlboro decide to help by robbing the crooked bank. But when they accidentally filch a drug shipment, they find themselves on the run from criminal financiers and the mob in this rugged action adventure.",12.869436,1991-08-23,23000000,98.0,Released,When the going gets tough... the tough take the law into their own hands.,Harley Davidson and the Marlboro Man,6.1,82,"['Action', 'Thriller']",2,Action,"['corruption', 'harley davidson', 'drug dealer', 'los angeles', 'las vegas']","['Metro-Goldwyn-Mayer (MGM)', 'Krisjair', 'Laredo']",['United States of America'],['en'],1991.0,23000000,100.0
2008,23000000,http://wip.warnerbros.com/inthevalleyofelah/,6973,en,In the Valley of Elah,A career officer and his wife work with a police detective to uncover the truth behind their son's disappearance following his return from a tour of duty in Iraq.,15.676123,2007-08-31,23000000,124.0,Released,Sometimes finding the truth is easier than facing it.,In the Valley of Elah,6.6,261,"['History', 'Drama', 'Thriller', 'Crime', 'Mystery']",5,History,"['father son relationship', 'detective', 'war crimes', 'patriotism', 'homicide', 'investigation', 'iraq', 'military service', 'police', 'cover-up', 'disappearance', 'murder investigation']","['Summit Entertainment', 'Blackfriars Bridge Films', 'NALA Films', 'Samuels Media', 'Warner Independent Pictures (WIP)']",['United States of America'],['en'],2007.0,23000000,100.0
2010,11000000,,354110,en,Forsaken,"John Henry returns to his hometown in hopes of repairing his relationship with his estranged father, but a local gang is terrorizing the town. John Henry is the only one who can stop them, however he has abandoned both his gun and reputation as a fearless quick-draw killer.",11.071522,2015-09-16,11000000,90.0,Released,,Forsaken,5.8,101,"['Western', 'Drama']",2,Western,[],"['Minds Eye Entertainment', 'Panacea Entertainment', 'Moving Pictures Media']",['Canada'],['en'],2015.0,11000000,100.0
2011,23000000,,22215,en,Chéri,"A sumptuous dramatic comedy set in late 19th Century France, during the Belle Epoque, a period of social and cultural excess in European upper classes which ended only as the First World War erupted.",5.494047,2009-02-10,23000000,86.0,Released,,Cheri,5.9,56,"['Drama', 'Comedy', 'Romance']",3,Drama,[],"['Pathé Renn Productions', 'UK Film Council', 'Aramid Entertainment Fund', 'Canal+', 'Bill Kenwright Films', 'Pathe', 'Deutsche Filmförderfonds (DFFF)', 'Région Ile-de-France', 'France 3 Cinema', 'Centre National de la Cinématographie (CNC)', 'National Lottery through UK Film Council', 'Filmstiftung Nordrhein-Westfalen', 'Cine Productions', 'MMC Studios', 'Tiggy Films', 'Banque Populaire Images 9', 'Cheri Productions', 'Erste MMC-Production']","['Germany', 'United Kingdom', 'France']","['en', 'fr', 'it', 'la']",2009.0,23000000,100.0
2012,23000000,,11632,en,Vanity Fair,"Beautiful, funny, passionate, and calculating, Becky is the orphaned daughter of a starving English artist and a French chorus girl. She yearns for a more glamorous life than her birthright promises and resolves to conquer English society by any means possible. A mere ascension into the heights of society is simply not enough. So Becky finds a patron in the powerful Marquess of Steyne whose whims enable Becky to realise her dreams. But is the ultimate cost too high for her?",6.618149,2004-09-01,23000000,141.0,Released,"On September 1st, a heroine will rise.",Vanity Fair,5.5,73,"['Drama', 'Romance']",2,Drama,"['london england', 'british empire', 'lover', 'advancement', 'aristocrat', 'woman director']","['Alliance Films', 'Focus Features']","['United Kingdom', 'United States of America']","['en', 'fr', 'de']",2004.0,23000000,100.0
2013,23000000,http://www.bodyguardsandassassins.com/,30596,cn,十月圍城,"In 1905, revolutionist Sun Yat-Sen visits Hong Kong to discuss plans with Tongmenghui members to overthrow the Qing dynasty. But when they find out that assassins have been sent to kill him, they assemble a group of protectors to prevent any attacks.",7.876883,2009-12-18,23000000,139.0,Released,"To save a nations future, they must protect one man from its past.",Bodyguards and Assassins,6.5,57,"['Drama', 'Action', 'History']",3,Drama,"['assassination', 'martial arts', 'sword', 'blood splatter', 'impalement', 'beaten to death', 'hong kong', 'head bashed in', 'extreme violence', 'violent death', 'hook', 'bloody fight', 'throat slitting', 'violence']",['China Film Group Corporation'],['China'],"['zh', 'cn', 'en']",2009.0,23000000,100.0
2014,25000000,http://www.1408-themovie.com/,3021,en,1408,"A man who specializes in debunking paranormal occurrences checks into the fabled room 1408 in the Dolphin Hotel. Soon after settling in, he confronts genuine terror.",35.169779,2007-07-12,25000000,104.0,Released,The only demons in room 1408 are those within you.,1408,6.5,1343,"['Horror', 'Thriller']",2,Horror,"['suicide', 'new york', 'hotel', 'fire', 'hotel room', 'wife husband relationship', 'suicide attempt', 'window', 'door', 'haunted house', 'research', 'ghost world', 'painting', 'telephone', 'loss of daughter', 'blood']","['The Weinstein Company', 'Di Bonaventura Pictures', 'Dimension Films']",['United States of America'],['en'],2007.0,25000000,100.0
2015,22700000,http://www.mgm.com/view/movie/1873/Spaceballs/,957,en,Spaceballs,"When the nefarious Dark Helmet hatches a plan to snatch Princess Vespa and steal her planet's air, space-bum-for-hire Lone Starr and his clueless sidekick fly to the rescue. Along the way, they meet Yogurt, who puts Lone Starr wise to the power of ""The Schwartz."" Can he master it in time to save the day?",39.890798,1987-06-24,22700000,96.0,Released,May the schwartz be with you,Spaceballs,6.7,902,"['Comedy', 'Science Fiction']",2,Comedy,"['android', 'lasergun', 'swordplay', 'temple', 'space marine', 'space battle', 'space travel', 'space mission', 'galaxy', 'comb', 'altar', 'magnet beam', 'jam', 'speed of light', 'plastic surgery', 'password', 'shield', 'nose', 'spoof']","['Brooksfilms Ltd.', 'Metro-Goldwyn-Mayer (MGM)']",['United States of America'],['en'],1987.0,22700000,100.0
2016,22500000,http://www.thewaterdiviner.com/,256917,en,The Water Diviner,"In 1919, Australian farmer Joshua Connor travels to Turkey to discover the fate of his three sons, reported missing in action. Holding on to hope, Joshua must travel across the war-torn landscape to find the truth and his own peace.",22.096286,2014-12-25,22500000,112.0,Released,To honour a promise. To find his sons. To make his peace.,The Water Diviner,6.8,431,"['War', 'Drama']",2,War,"['istanbul', 'australia', 'post world war i', 'farmer', 'missing in action', 'missing son', 'gallipoli campaign', 'inspired by true events']","['Hopscotch Features', 'Fear of God Films']","['Australia', 'United States of America']","['ru', 'tr', 'el', 'en']",2014.0,22500000,100.0
2017,22000000,,251,en,Ghost,"Sam Wheat is a banker, Molly Jensen is an artist, and the two are madly in love. However, when Sam is murdered by his friend and corrupt business partner Carl Bruner over a shady business deal, he is left to roam the earth as a powerless spirit. When he learns of Carl's betrayal, Sam must seek the help of psychic Oda Mae Brown to set things right and protect Molly from Carl and his goons.",41.967005,1990-07-12,22000000,127.0,Released,A love that will last forever.,Ghost,6.9,1339,"['Fantasy', 'Drama', 'Thriller', 'Mystery', 'Romance']",5,Fantasy,"['corruption', 'fortune teller', 'money transfer', 'money laundering', 'pottery', 'afterlife', 'spiritism']",['Paramount Pictures'],['United States of America'],['en'],1990.0,22000000,100.0
2018,23000000,http://www.aboutmary.com/,544,en,There's Something About Mary,"Having never fully recovered from a prom date that became a total disaster, a man finally gets a chance to reunite with his old prom date, only to run up against other suitors including the sleazy detective he hired to find her.",57.110486,1998-07-15,23000000,119.0,Released,Love Is In The Hair.,There's Something About Mary,6.5,1590,"['Romance', 'Comedy']",2,Romance,"['surgeon', 'stalker', 'romantic comedy', 'dream girl', 'taboo', 'screwball comedy', 'frisbee', 'troubadour', 'gross out comedy', 'intellectual disability']",['Twentieth Century Fox Film Corporation'],['United States of America'],['en'],1998.0,23000000,100.0
2019,22000000,,11395,en,The Santa Clause,"Scott Calvin is an ordinary man, who accidentally causes Santa Claus to fall from his roof on Christmas Eve and is knocked unconscious. When he and his young son finish Santa's trip and deliveries, they go to the North Pole, where Scott learns he must become the new Santa and convince those he loves that he is indeed, Father Christmas.",16.234053,1994-11-10,22000000,97.0,Released,What if your dad was Santa Claus?,The Santa Clause,6.3,489,"['Fantasy', 'Drama', 'Comedy', 'Family']",4,Fantasy,"['holiday', 'christmas party', 'santa claus', 'deal', 'christmas tree', 'christmas']","['Walt Disney Pictures', 'Hollywood Pictures']",['United States of America'],['en'],1994.0,22000000,100.0
2020,20000000,,14635,en,The Rookie,"Jim Morris never made it out of the minor leagues before a shoulder injury ended his pitching career twelve years ago. Now a married-with-children high-school chemistry teacher and baseball coach in Texas, Jim's team makes a deal with him: if they win the district championship, Jim will try out with a major-league organization. The bet proves incentive enough for the team, and they go from worst to first, making it to state for the first time in the history of the school. Jim, forced to live up to his end of the deal, is nearly laughed off the try-out field--until he gets onto the mound, where he confounds the scouts (and himself) by clocking successive 98 mph fastballs, good enough for a minor-league contract with the Tampa Bay Devil Rays. Jim's still got a lot of pitches to throw before he makes it to The Show, but with his big-league dreams revived, there's no telling where he could go.",11.263361,2002-03-25,20000000,127.0,Released,Sometimes dreams come back to life.,The Rookie,6.5,110,"['Drama', 'Family']",2,Drama,[],"['Walt Disney Pictures', 'Gran Via Productions', '98 MPH Productions']",['United States of America'],['en'],2002.0,20000000,100.0
2021,22000000,http://movies.disney.com/the-game-plan,13680,en,The Game Plan,"Bachelor football star Joe Kingman seems to have it all. He is wealthy and carefree, and his team is on the way to capturing a championship. Suddenly, he is tackled by some unexpected news: He has a young daughter, the result of a last fling with his ex-wife. Joe must learn to balance his personal and professional lives with the needs of his child.",20.699212,2007-09-28,22000000,110.0,Released,"Half his size, twice the trouble ... and she's moving in.",The Game Plan,6.0,428,"['Comedy', 'Family']",2,Comedy,"['american football', 'bachelor', 'sports team', 'sport', 'aerobics', 'tween girl', 'publicist']","['Walt Disney Pictures', 'Mayhem Pictures', 'Monkey Dance Productions']",['United States of America'],['en'],2007.0,22000000,100.0
2022,24000000,,688,en,The Bridges of Madison County,Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.,17.606087,1995-05-28,24000000,135.0,Released,The path of Francesca Johnson's future seems destined due to an unexpected fork in the road...,The Bridges of Madison County,7.3,385,"['Drama', 'Romance']",2,Drama,[],"['Amblin Entertainment', 'Malpaso Productions', 'Warner Bros.']",['United States of America'],['en'],1995.0,24000000,100.0
2023,22000000,,11090,en,The Animal,"When loser Marvin Mange is involved in a horrible car accident, he's brought back to life by a deranged scientist as half man and half animal. His newfound powers are awesome -- but their adverse side effects could take over his life. Now, Marvin must fight to control his crazy primal urges around his new squeeze, Rianna, and his rival, Sgt. Sisk, who both think he's one cool cat.",13.786075,2001-06-01,22000000,84.0,Released,He wasn't much of a man... Now he's not much of an animal!,The Animal,4.6,304,"['Action', 'Comedy']",2,Action,"['dream', 'employee', 'car crash', 'scientist', 'police officer', 'organ donation', 'aftercreditsstinger', 'virility']","['Revolution Studios', 'Happy Madison Productions']",['United States of America'],['en'],2001.0,22000000,100.0
2024,22000000,,783,en,Gandhi,"In the early years of the 20th century, Mohandas K. Gandhi, a British-trained lawyer, forsakes all worldly possessions to take up the cause of Indian independence. Faced with armed resistance from the British government, Gandhi adopts a policy of 'passive resistance', endeavouring to win freedom for his people without resorting to bloodshed.",35.227212,1982-11-30,22000000,191.0,Released,His triumph changed the world forever.,Gandhi,7.4,716,"['Drama', 'History']",2,Drama,"['muslim', 'indian lead', 'demonstration', 'world war ii', 'imprisonment', 'release from prison', 'south africa', 'bravery', 'hunger strike', 'colony', 'morning prayer', 'hindu', 'independence', 'british army', 'political negotiations', 'conference', 'nonviolent resistance', 'apartheid', 'british empire', 'protest', 'independence movement', 'bombay india', 'strike', 'freedom', 'prayer', 'world religion', 'hinduism', 'mahatma gandhi', 'calcutta']","['Columbia Pictures', 'Goldcrest Films International', 'Indo-British', 'International Film Investors', 'National Film Development Corporation of India', 'Carolina Bank']","['India', 'United Kingdom']","['en', 'hi']",1982.0,22000000,100.0
2025,22000000,,228194,en,The Hundred-Foot Journey,A story centered around an Indian family who moves to France and opens a restaurant across the street from a Michelin-starred French restaurant.,27.898438,2014-08-06,22000000,122.0,Released,Life's greatest journey begins with the first step.,The Hundred-Foot Journey,7.3,508,['Drama'],1,Drama,"['france', 'based on novel', 'indian lead', 'restaurant', 'family']","['Amblin Entertainment', 'Harpo Films', 'Participant Media', 'Imagenation Abu Dhabi FZ', 'Reliance Entertainment', 'Touchstone Pictures', 'DreamWorks Studios']","['India', 'United States of America', 'United Arab Emirates']","['hi', 'en', 'fr']",2014.0,22000000,100.0
2026,22000000,,1642,en,The Net,"Angela Bennett is a freelance software engineer who lives in a world of computer technology. When a cyber friend asks Bennett to debug a new game, she inadvertently becomes involved in a conspiracy that will soon turn her life upside down. While on vacation in Mexico, her purse is stolen. She soon finds that people and events may not be what they seem as she becomes the target of an assassination. Her vacation is ruined.  She gets a new passport at the U.S. Embassy in Mexico but it has the wrong name, Ruth Marx. When she returns to the U.S. to sort things out, she discovers that Ruth Marx has an unsavory past and a lengthy  police record. To make matters worse, another person has assumed her real identity ...",23.218144,1995-07-28,22000000,114.0,Released,"No driver's license, no credit cards, no passport, no access to her bank accounts in a foreign country ... She finds her identity stolen.",The Net,5.6,354,"['Crime', 'Drama', 'Mystery', 'Thriller', 'Action']",5,Crime,"['cheating', 'new identity', 'computer virus', 'chase', 'computer', 'stalking']",['Columbia Pictures'],['United States of America'],"['en', 'es']",1995.0,22000000,100.0
2027,22000000,,10950,en,I Am Sam,"Sam has the mental capacity of a 7-year-old. He has a daughter with a homeless woman who abandons them when they leave the hospital, leaving Sam to raise Lucy on his own. But as Lucy grows up, Sam's limitations start to become a problem and the authorities take her away. Sam shames high-priced lawyer Rita into taking his case pro bono and in turn teaches her the value of love and family.",26.071644,2001-12-28,22000000,132.0,Released,love is all you need,I Am Sam,7.2,530,['Drama'],1,Drama,[],['New Line Cinema'],['United States of America'],['en'],2001.0,22000000,100.0
2028,22000000,,235260,en,Son of God,"The life story of Jesus is told from his humble birth through his teachings, crucifixion and ultimate resurrection.",9.175762,2014-02-28,22000000,138.0,Released,Their Empire. His Kingdom.,Son of God,5.9,83,['Drama'],1,Drama,"['biography', 'resurrection']","['Hearst Entertainment Productions', 'LightWorkers Media']",['United States of America'],"['en', 'he']",2014.0,22000000,100.0
2029,22000000,http://www.sonypictures.com/movies/underworld/site/main.html,277,en,Underworld,"Vampires and werewolves have waged a nocturnal war against each other for centuries. But all bets are off when a female vampire warrior named Selene, who's famous for her strength and werewolf-hunting prowess, becomes smitten with a peace-loving male werewolf, Michael, who wants to end the war.",81.829237,2003-09-19,22000000,121.0,Released,Underworld,Underworld,6.6,2512,"['Fantasy', 'Action', 'Thriller']",3,Fantasy,[],"['Lakeshore Entertainment', 'Laurinfilm', 'Subterranean Productions LLC', 'Subterranean Productions UK Ltd.', 'Underworld Produktions GmbH']","['Germany', 'Hungary', 'United Kingdom', 'United States of America']",['en'],2003.0,22000000,100.0
2030,22000000,http://weinsteinco.com/films/derailed/,8999,en,Derailed,"When two married business executives having an affair are blackmailed by a violent criminal, they are forced to turn the tables on him to save their families.",17.7091,2005-11-11,22000000,108.0,Released,He never saw it coming.,Derailed,6.1,319,"['Drama', 'Thriller']",2,Drama,[],"['Miramax Films', 'Di Bonaventura Pictures', 'Patalex V Productions Limited']","['United Kingdom', 'United States of America']","['en', 'fr']",2005.0,22000000,100.0
2031,22000000,http://theinformantmovie.warnerbros.com/,11323,en,The Informant!,"A rising star at agri-industry giant Archer Daniels Midland (ADM), Mark Whitacre suddenly turns whistleblower. Even as he exposes his company’s multi-national price-fixing conspiracy to the FBI, Whitacre envisions himself being hailed as a hero of the common man and handed a promotion.",17.772518,2009-09-18,22000000,108.0,Released,Based on a tattle-tale.,The Informant!,6.0,301,"['Drama', 'Comedy', 'Crime']",3,Drama,"['agriculture', 'company', 'witness to murder']","['Section Eight', 'Groundswell Productions', 'Warner Bros.', 'Participant Media', 'Jaffe / Braunstein Enterprise']",['United States of America'],['en'],2009.0,22000000,100.0
2032,22000000,,10445,en,Shadowlands,"C.S. Lewis, a world-renowned writer and professor, leads a passionless life until he meets spirited poet Joy Gresham",5.609755,1993-12-25,22000000,131.0,Released,,Shadowlands,6.8,61,"['Drama', 'Romance']",2,Drama,"['bachelor', 'stroke of fate', 'brother', 'oxford', 'author', 'falling in love']","['Shadowlands Productions', 'Savoy Pictures']",['United Kingdom'],['en'],1993.0,22000000,100.0
2033,22000000,,11453,en,Deuce Bigalow: European Gigolo,Deuce Bigalow goes to Amsterdam after a little accident including two irritating kids and a bunch of aggressive dolphins. There he meets up with his old friend T.J. Hicks. But a mysterious killer starts killing some of Amsterdam's finest gigolos and T.J. is mistaken for the extremely gay murderer. Deuce must enter the gigolo industry again to find the real murderer and clear T.J.'s name.,10.259461,2005-08-06,22000000,83.0,Released,For the women of Europe... The price of love just got a lot cheaper.,Deuce Bigalow: European Gigolo,4.7,225,['Comedy'],1,Comedy,"['painter', 'amsterdam', 'dolphin', 'europe', 'pimp', 'fetish', 'gigolo', 'wig', 'snorkel', 'whistle']","['Columbia Pictures Corporation', 'Out of the Blue... Entertainment', 'Happy Madison Productions']",['United States of America'],"['nl', 'en', 'pl', 'pt']",2005.0,22000000,100.0
2034,26000000,,146239,en,Delivery Man,An affable underachiever finds out he's fathered 533 children through anonymous donations to a fertility clinic 20 years ago. Now he must decide whether or not to come forward when 142 of them file a lawsuit to reveal his identity.,30.114383,2013-10-10,26000000,105.0,Released,You're never quite ready for what life delivers.,Delivery Man,6.2,551,['Comedy'],1,Comedy,"['remake', 'sperm donor']","['DreamWorks SKG', 'Touchstone Pictures']",['United States of America'],['en'],2013.0,26000000,100.0
2036,22000000,,10878,en,Saving Silverman,"A pair of buddies conspire to save their best friend from marrying the wrong woman, a cold-hearted beauty who snatches him from them and breaks up their Neil Diamond cover band.",12.887673,2001-02-09,22000000,90.0,Released,They swore nothing would come between them. Then evil walked in the door,Saving Silverman,5.4,154,"['Comedy', 'Crime', 'Romance']",3,Comedy,"['female nudity', 'harassment', 'male friendship', 'dark comedy', 'director cameo', 'duringcreditsstinger']","['Village Roadshow Pictures', 'NPV Entertainment', 'Columbia Pictures Corporation']",['United States of America'],"['en', 'pl', 'pt', 'es']",2001.0,22000000,100.0
2037,22000000,,82650,en,Diary of a Wimpy Kid: Dog Days,"School is out and Greg is ready for the days of summer, when all his plans go wrong. What on earth is he going to do all summer?",13.410919,2012-08-02,22000000,94.0,Released,School's Out for the summer,Diary of a Wimpy Kid: Dog Days,6.0,223,"['Comedy', 'Family']",2,Comedy,"['best friend', 'sweet sixteen', 'duringcreditsstinger']",['Fox 2000 Pictures'],['United States of America'],['en'],2012.0,22000000,100.0
2039,22000000,,2294,en,Jay and Silent Bob Strike Back,"When Jay and Silent Bob learn that their comic-book alter egos, Bluntman and Chronic, have been sold to Hollywood as part of a big-screen movie that leaves them out of any royalties, the pair travels to Tinseltown to sabotage the production.",21.865021,2001-08-22,22000000,104.0,Released,Hollywood had it coming,Jay and Silent Bob Strike Back,6.4,480,['Comedy'],1,Comedy,"['film making', 'jay and silent bob', 'self mocking', 'character is subject of comic', 'reference to prince valiant', 'indiana jones spoof scene', 'monkey actor', 'view askew', 'gigantic hand', 'animal experimentation']","['Dimension Films', 'View Askew Productions', 'Miramax']",['United States of America'],['en'],2001.0,22000000,100.0
2040,30000000,,2176,en,The Glass House,"After the parents of Ruby and her younger brother, Rhett, are killed in a car crash, their parents' best friends, Erin and Terry Glass, become their guardians. The children hear promises of a world of opulence and California fun -- all they have to do is move into the Glasses' gated house. Before very long, though, Ruby suspects that Erin and Terry may not be the ideal guardians they seemed to be.",9.448517,2001-09-14,30000000,106.0,Released,The glass is about to be shattered...,The Glass House,5.4,201,"['Drama', 'Thriller']",2,Drama,"['california', 'brother sister relationship', 'loss of parents', 'suspense', 'psychological thriller', 'orphan', 'car accident']",['Original Film'],['United States of America'],"['es', 'en']",2001.0,30000000,100.0
2041,22000000,http://www.hailcaesar-film.com/ww/,270487,en,"Hail, Caesar!","Tells the comedic tale of Eddie Mannix, a fixer who worked for the Hollywood studios in the 1950s. The story finds him at work when a star mysteriously disappears in the middle of filming.",39.006187,2016-02-05,22000000,106.0,Released,Lights. Camera. Abduction.,"Hail, Caesar!",5.7,1309,"['Comedy', 'Drama', 'Mystery']",3,Comedy,"['journalist', 'cat', 'ransom', 'kidnapping', 'ancient rome', 'movie in movie', 'hollywood', 'period drama']","['Universal Pictures', 'Mike Zoss Productions', 'Working Title Films']",['United States of America'],['en'],2016.0,22000000,100.0
2042,22000000,,19366,en,Josie and the Pussycats,"Josie, Melody and Val are three small-town girl musicians determined to take their rock band out of their garage and straight to the top, while remaining true to their look, style and sound. They get a record deal which brings fame and fortune but soon realize they are pawns of two people who want to control the youth of America. They must clear their names, even if it means losing fame and fortune.",6.404571,2001-04-06,22000000,98.0,Released,"They were three small time girls, with big time dreams. Now, fate is giving the Pussycats, the chance of a lifetime.",Josie and the Pussycats,5.3,72,"['Comedy', 'Music']",2,Comedy,"['manager', 'pop', 'secret', 'small town', 'garage', 'musician', 'music', 'friendship', 'industry', 'fame', 'conspiracy', 'subliminal\xa0', 'rock band', 'culture', 'woman director', 'messages', 'fortune', 'record deal', 'popular', 'pawns']","['Universal Pictures', 'Marc Platt Productions', 'Metro-Goldwyn-Mayer (MGM)', 'Riverdale Productions']","['Canada', 'United States of America']",['en'],2001.0,22000000,100.0
2043,22000000,,204082,en,Homefront,"Phil Broker is a former DEA agent who has gone through a crisis after his action against a biker gang went horribly wrong and it cost the life of his boss' son. He is recently widowed and is left with a 9-years-old daughter,Maddy. He decides to quit the turbulent and demanding life of thrill for Maddy's sake and retires to a small town. His daughter fights off a boy who was bullying her at school and this sets in motion a round of events that end in his direct confrontation with the local Meth drug lord. His past history with the biker gang also enters the arena, making matters more complex. But he has a mission in his mind to protect his daughter and he is ready to pay any cost that it demands.",35.737655,2013-11-27,22000000,100.0,Released,How far would you go to protect your home?,Homefront,6.4,875,"['Action', 'Thriller']",2,Action,"['based on novel', 'drug dealer', 'ex-cop', 'rural setting', 'undercover cop', 'methamphetamine', 'motorcycle gang', 'drug', 'revenge motive', 'father daughter relationship', 'lousiana bayou']","['Millennium Films', 'Open Road Films']",['United States of America'],['en'],2013.0,22000000,100.0
2044,22000000,,24100,en,The Little Vampire,"Based on the popular books, the story tells of Tony who wants a friend to add some adventure to his life. What he gets is Rudolph, a vampire kid with a good appetite. The two end up inseparable, but their fun is cut short when all the hopes of the vampire race could be gone forever in single night. With Tony's access to the daytime world, he helps them to find what they've always wanted.",4.365196,2000-10-27,22000000,95.0,Released,"They're not just best friends, they're blood brothers.",The Little Vampire,6.1,77,"['Family', 'Horror']",2,Family,"['based on novel', 'vampire', 'bite', 'independent film', 'fang vamp']",['New Line Cinema'],"['Germany', 'Netherlands', 'United States of America']","['en', 'de']",2000.0,22000000,100.0
2045,22000000,,1599,en,I Heart Huckabees,"A husband-and-wife team play detective, but not in the traditional sense. Instead, the happy duo helps others solve their existential issues, the kind that keep you up at night, wondering what it all means.",14.925633,2004-09-10,22000000,106.0,Released,An existential comedy,I Heart Huckabees,6.2,239,"['Comedy', 'Romance']",2,Comedy,"['sex', 'detective', 'jealousy', 'humor', 'protest', 'wife', 'celebrity', 'rivalry', 'independent film', 'religion', 'universe', 'anger', 'nature', 'husband', 'existentialism', 'enviroment', 'issues']",[],"['Germany', 'United States of America']",['en'],2004.0,22000000,100.0
2046,22000000,,5550,en,RoboCop 3,"The mega corporation Omni Consumer Products is still bent on creating their pet project, Delta City, to replace the rotting city of Detroit. Unfortunately, the inhabitants of the area have no intention of abandoning their homes simply for desires of the company. To this end, OCP have decided to force them to leave by employing a ruthless mercenary army to attack and harass them. An underground resistance begins and in this fight, Robocop must decide where his loyalties lie.",14.725467,1993-04-17,22000000,104.0,Released,He's back to lay down the law.,RoboCop 3,4.2,305,"['Action', 'Adventure', 'Crime', 'Science Fiction', 'Thriller']",5,Action,"['cyborg', 'dystopia', 'police', 'sequel', 'cyberpunk', 'policeman', 'robocop']",['Orion Pictures'],['United States of America'],"['en', 'ja']",1993.0,22000000,100.0
2049,70000000,,17709,en,Dudley Do-Right,"Based on the 60's-era cartoon of the same name. Royal Canadian Mountie Dudley Do-right is busy keeping the peace in his small mountain town when his old rival, Snidely Whiplash, comes up with a plot to buy all the property in town, then start a phony gold rush by seeding the river with gold nuggets. Can this well-meaning (though completely incompetent) Mountie stop Whiplash's evil plan?",8.792054,1999-08-27,70000000,77.0,Released,From the creator of 'George of the Jungle' comes a new kind of hero,Dudley Do-Right,3.8,48,"['Comedy', 'Family', 'Romance']",3,Comedy,"['based on cartoon', 'mountie']","['Universal Pictures', 'Joseph M. Singer Entertainment', 'Davis Entertainment']",['United States of America'],['en'],1999.0,70000000,100.0
